Gamma,Theta0,Theta1,X_mid,Z_mid,X_end,Z_end
-2.8766363857923327,11.270007703376251,-19.049721387207082,-0.20935974923723352,0.1511019346168323,-0.28561662382822683,0.48119125171190563
-2.6167949769529875,10.680013128728005,-18.224722278125032,-0.24173365957474952,0.13111735102793814,-0.38599507844360376,0.43930496770078775
-2.354711965214655,9.873056696153697,-16.97869815219877,-0.27696146214787687,0.09378729088481398,-0.49811602250853665,0.3594324832899439
-2.0932737509765653,8.9740746826954,-15.545019139094244,-0.30771241766650304,0.04047934630754403,-0.5907423716013502,0.24240241279707958
-1.8324241038311007,8.050775297621776,-14.04970531608392,-0.32245633745068913,-0.02109734789117146,-0.6513827841138002,0.102652021476859
-1.5710131132679264,7.033521430605723,-12.34143966311194,-0.3198790806542,-0.09182915378575576,-0.673658756260003,-0.05656632497029724
-1.308066676378587,5.995625688884902,-10.581336280459775,-0.3040694051821888,-0.16095738275754107,-0.6560705564665137,-0.21804124598975377
-1.0490179579296868,4.982741767735059,-8.928105603554878,-0.2703819151223797,-0.22551010992602097,-0.5988108481735686,-0.37233836684806243
-0.7873240597374966,3.7322689197327263,-6.597713675096988,-0.2176559037371218,-0.28350367496367473,-0.4960032797197945,-0.5117696749340762
-0.5249902671375875,2.543009787800449,-4.4201535117358475,-0.15694785491242094,-0.3262062513355967,-0.3680617663578413,-0.6208170430978377
-0.2634626354240499,1.2540220688405446,-1.9789779919014767,-0.08503514392784649,-0.35867019177694237,-0.2126155855952072,-0.6969655899267229
-0.0018233082735816808,-0.10779749017985887,0.4744123519521408,0.0006939299640960458,-0.3712491163378805,-0.017576359194137206,-0.7324729408635574
0.25893467990672203,-1.2523124864507917,2.614565163999631,0.07342479320711562,-0.36542978347233007,0.1402920867130652,-0.7236657023856675
0.5213682758397193,-2.4425107997691526,4.849789473368823,0.14363011343688903,-0.34320173401419773,0.3002884805998776,-0.6709965451786968
0.7836660329667899,-3.51746782454749,6.724248809033085,0.20148195692070886,-0.30316063693048856,0.4387227442130626,-0.5813995230268129
1.0430557153148015,-4.4018485919595145,7.994763908144758,0.2510230805777526,-0.2537348348161935,0.5510370612397907,-0.4622178930489184
1.3050653785136543,-5.438834980957845,9.751152734388931,0.2911127040177444,-0.1951767578573474,0.6339887089109849,-0.31890808772445867
1.5665855443632182,-6.384623250815462,11.25180334393975,0.3165487019914095,-0.13300802344799148,0.6810655614217953,-0.1618506190814523
1.8295046137108457,-7.45296758960251,13.108447520658542,0.32448510653563484,-0.05952343168170339,0.6825169146447008,0.0027153653931228094
2.089988836608997,-8.382610049548571,14.565486706181776,0.3131170885090697,0.004984627504004163,0.6450490317523712,0.1609162261089614
2.3517089351285225,-9.236117877233465,15.830344080601916,0.29410537753420274,0.06628387265338966,0.5735171709920426,0.30078478009411347
2.613826929818078,-10.303967115561928,17.553816254538233,0.23253510232382324,0.1625318151474412,0.470838016435405,0.41483317565629635
2.8760269481427576,-11.09630051109415,18.522897431907776,0.1839872177308484,0.22473982574124196,0.3452794459556673,0.5026499513683138
