ts,Img,X_mid,Z_mid,X_end,Z_end
4.666666666666666,1712069542144958896,0.3235634714279677,0.6255986104382407,0.3505504953190185,0.4130639597206723
4.833333333333333,1712069542311407105,0.3277185157172605,0.627639206897808,0.3552387451736651,0.41510008754856026
5.0,1712069542478512051,0.33124654767384937,0.6296773365657543,0.35888551171406535,0.41713444310042075
5.166666666666666,1712069542647367851,0.33482908932398375,0.6316989829540502,0.36369479770072044,0.4192234599383662
5.333333333333333,1712069542813700642,0.3389910473536113,0.6337378341970041,0.36865141105723326,0.42186599652764367
5.5,1712069542981659527,0.3426610255231967,0.6357668521583795,0.37416393718113106,0.42395305759126695
5.666666666666666,1712069543147963734,0.3473733696979098,0.6378002150430074,0.3795783099111608,0.4265966395647312
5.833333333333333,1712069543314144880,0.35037070256428804,0.6398519371821819,0.3837493506239645,0.4287105516246279
6.0,1712069543483730892,0.35447697468409284,0.6418577585663181,0.38793523936539315,0.43132703451112875
6.166666666666666,1712069543648040796,0.3580546091847235,0.6439247129979858,0.39292410986281007,0.4334546822883953
6.333333333333333,1712069543815696130,0.3615733844250661,0.6460309240957001,0.39837547901838666,0.4361526319509964
6.5,1712069543981436404,0.36521025745185737,0.6487015685356885,0.4032558466361807,0.43880300528727106
6.666666666666666,1712069544149114949,0.36934688821285844,0.6507967695521445,0.4080082719111066,0.4409636967646657
6.833333333333333,1712069544315328583,0.3728945859288442,0.6533879270093682,0.41219575024819277,0.44423053172001514
7.0,1712069544482707104,0.3763995727721306,0.6548697388142726,0.41640728221601936,0.4463218457499708
7.166666666666666,1712069544650103577,0.37992582878697767,0.6575920818640782,0.42123956175028043,0.44895335129485775
7.333333333333333,1712069544817333366,0.38345546191313123,0.6602509690030933,0.4260698192635761,0.4511024417859123
7.5,1712069544983344005,0.38699245283628736,0.6622942183488882,0.4308762412323722,0.45444214833236374
7.666666666666666,1712069545151192549,0.39049676648904896,0.6643823810545186,0.43507443901534826,0.45707478908590593
7.833333333333333,1712069545317996048,0.394030349675605,0.6670474967976575,0.4397819229212577,0.4591573013940403
8.0,1712069545484545873,0.3974920667983206,0.669148779937392,0.4433833199881354,0.4618762178459715
8.166666666666666,1712069545651833874,0.40038094883169967,0.671815819445059,0.4482107332941578,0.4645724791041892
8.333333333333332,1712069545818569067,0.4039030852705226,0.6739111685419442,0.45299160878215255,0.46733765754819667
8.5,1712069545985113043,0.40743744015262046,0.6766401053338849,0.45715705115205363,0.47061386770173863
8.666666666666666,1712069546152316690,0.41089851639796593,0.6793595330359118,0.4612890621105251,0.4727475892626806
8.833333333333332,1712069546319308122,0.41372786873485506,0.6820909609047026,0.4654439871724763,0.47607913528333223
9.0,1712069546485737254,0.416623399460311,0.6848280926593407,0.4696573351750844,0.47878841462233773
9.166666666666666,1712069546652973321,0.4201387750788337,0.6874862864591407,0.4744188602192159,0.4815348584837121
9.333333333333332,1712069546820562125,0.42358611348523706,0.6896139672629601,0.4785562356242247,0.48490961191119114
9.5,1712069546986928912,0.42648558919009577,0.6929897941856847,0.4827175481428291,0.4882509223779479
9.666666666666666,1712069547154179600,0.4299464646189008,0.6956515226433243,0.48684807555657467,0.49094468293961
9.833333333333332,1712069547321294901,0.43275714929399783,0.6977342893711473,0.4909807276048034,0.4936887091736331
10.0,1712069547488561805,0.43562372799020577,0.7005020447419662,0.4951178927003469,0.4970635497851524
10.166666666666666,1712069547655638387,0.4391029360685933,0.7038613095191358,0.4992579432618067,0.5003959219175421
10.333333333333332,1712069547822283577,0.44197535951772654,0.7065895943226378,0.5033975880256593,0.5031403296976923
10.5,1712069547989199995,0.4454457583960545,0.7093039936123717,0.5075375792452895,0.5064738398740746
10.666666666666666,1712069548156279193,0.448263755102711,0.7120672191866136,0.5116640959285237,0.5092488524214613
10.833333333333332,1712069548323651555,0.45108614513041106,0.7153917774344491,0.515800244061007,0.5132186563474592
11.0,1712069548490076952,0.45390306098147004,0.7175104860764262,0.5199389123513843,0.5159574369460425
11.166666666666666,1712069548657109549,0.4567291487018314,0.7208798706168599,0.5240315732429934,0.5193284788111296
11.333333333333332,1712069548824194524,0.4595820160676108,0.7235970349494579,0.5275179969832279,0.5227042488641883
11.5,1712069548990779498,0.4630601338094393,0.7263492224851176,0.5316567668364972,0.5260805495297872
11.666666666666666,1712069549158179485,0.46587212447125215,0.7297076485964288,0.5357676332090593,0.5294671055666427
11.833333333333332,1712069549331978640,0.46857633163307993,0.7323241692012011,0.5397425757325034,0.5333528877677
12.0,1712069549498403983,0.47140860223895004,0.7357338243228259,0.5438813839409019,0.5367290902981501
12.166666666666666,1712069549666002980,0.47421022601092516,0.7384414783615953,0.5479900138528118,0.5400806751039217
12.333333333333332,1712069549832649946,0.47703434887898716,0.7418485643813895,0.5521176149981717,0.5434500386857601
12.5,1712069549999710241,0.4791525550553574,0.7445722453076438,0.5555582140690374,0.5468185715774881
12.666666666666666,1712069550166845096,0.4819697325460215,0.7479702335958874,0.5596820668752162,0.5508560468927268
12.833333333333332,1712069550333579888,0.4847826339750394,0.7506865060607504,0.5638057015652054,0.554220356547256
13.0,1712069550500664800,0.4875988855814482,0.7540824848860711,0.5672498280564949,0.5582626129736854
13.166666666666666,1712069550667616707,0.4904264333569094,0.75816657675302,0.571362374446168,0.5616218482176967
13.333333333333332,1712069550834842181,0.49322868019219945,0.7608792903206376,0.5754773972940144,0.5656469856160912
13.5,1712069551001618690,0.49604727264354903,0.7642729826929915,0.5796016658963051,0.5696850104085822
13.666666666666666,1712069551168721199,0.49817565856519314,0.7676761465837161,0.5837163227886194,0.5737136244844281
13.833333333333332,1712069551335842555,0.5016603990276347,0.7710562780524487,0.5878287081089544,0.5777400144898143
14.0,1712069551502813135,0.5038029603478227,0.7744597124570536,0.5919506520135634,0.5824373993569975
14.166666666666666,1712069551669691485,0.5066143262507876,0.7785293337620603,0.5960655578454507,0.5864774557011236
14.333333333333332,1712069551836970267,0.5087436059861924,0.7819370865210693,0.5995050659782462,0.5905029809219244
14.5,1712069552004139959,0.5115447898882559,0.7859935769074347,0.6036019590375897,0.5951844086458533
14.666666666666666,1712069552170984409,0.5143563489809858,0.7894011629472891,0.6077197536310979,0.5998872741349036
14.833333333333332,1712069552338334412,0.5164969979271121,0.7934588171506449,0.6118165953344539,0.6039152834637075
15.0,1712069552505026257,0.5199408537867242,0.7955264184716672,0.6172135340890977,0.6052877028302829
15.166666666666666,1712069552673757455,0.5240103253365574,0.7948631308429077,0.6219156456802487,0.6046192432014189
15.333333333333332,1712069552840454174,0.5281452273521511,0.7941082295462087,0.6260069504648537,0.6045396824076219
15.5,1712069553007262601,0.5322877761980207,0.7940109306477153,0.6313713935223896,0.6051223772262604
15.666666666666666,1712069553174547192,0.5370769352766417,0.7939323998057777,0.6367776586097488,0.6057315192484622
15.833333333333332,1712069553342598830,0.541221019573712,0.7938644466591881,0.6427916848836328,0.6056883531003816
16.0,1712069553508900325,0.5447181414180701,0.7938071021612737,0.6476131062965721,0.6056280987754545
16.166666666666664,1712069553675556637,0.549470765292077,0.7930785976694016,0.6523582201259296,0.6062113775168203
16.333333333333332,1712069553842324981,0.5536474958633619,0.7929735062953084,0.6577330747545478,0.6061803412197334
16.5,1712069554009107535,0.5577866631299536,0.7929056932420864,0.6631477413710999,0.6067541414072039
16.666666666666664,1712069554176416271,0.5612628417088539,0.7928487421048659,0.6685451543474624,0.6073625510227977
16.833333333333332,1712069554342514636,0.5660276294262852,0.7927706793491803,0.6733384263229102,0.60798288172508
17.0,1712069554509991897,0.5695387403982026,0.7927131559054845,0.6786917932785407,0.6085909976452735
17.166666666666664,1712069554677134976,0.5742711631802957,0.7926356233929474,0.6840887433200902,0.6091993435567363
17.333333333333332,1712069554844002263,0.5784397637196353,0.7919243987352983,0.690120287408626,0.6091659199150831
17.5,1712069555011043955,0.5819240524478241,0.7918234466497347,0.6949253121753325,0.609105451764472
17.666666666666664,1712069555172199463,0.5861471597033464,0.7917543190600044,0.7004662999932695,0.6103449925450924
17.833333333333332,1712069555338764630,0.5902907779318013,0.7916864926176331,0.706536116115926,0.6109706643587673
18.0,1712069555505241729,0.5944235801151478,0.790953819492664,0.7119697278794659,0.6115804870738838
18.166666666666664,1712069555672720574,0.5985391895656628,0.7908648884435653,0.7173436426437968,0.6115338880041933
18.333333333333332,1712069555840234545,0.6019994653975234,0.7914665486614876,0.7220817411968887,0.6134226665164512
18.5,1712069556006669500,0.6054411863059567,0.7907795209666716,0.7268047101377212,0.612796260552545
18.666666666666664,1712069556174076335,0.6088420386923842,0.7880719061896909,0.7295439925057489,0.6088497126687421
18.833333333333332,1712069556340666047,0.6109400922348504,0.785290689330196,0.7302882054157359,0.6060694802582949
19.0,1712069556508027377,0.612975880763148,0.7831755674838474,0.7309360014888334,0.602716199311217
19.166666666666664,1712069556674907178,0.6143412249447819,0.7791375262441355,0.7302794517911938,0.5961176262161554
19.333333333333332,1712069556847907505,0.6162387165695146,0.7732417891299589,0.7289493646608617,0.5877249449313615
19.5,1712069557015239507,0.6194516773822295,0.7645494973113173,0.7262902623704846,0.5752930914088863
19.666666666666664,1712069557182677393,0.620313805522753,0.7575044016154467,0.7229271011448032,0.5667874056043705
19.833333333333332,1712069557343200356,0.620951044490254,0.7503818123184743,0.7174479408122779,0.5558656063364302
20.0,1712069557510516247,0.6215597980496577,0.7428564222371471,0.7126018987015159,0.5456911756559408
20.166666666666664,1712069557677766561,0.6221602690735436,0.7346589576508811,0.7077939660001761,0.5342999777931818
20.333333333333332,1712069557844436400,0.6227625266841466,0.7263874257518714,0.7023435600126772,0.5240541220932442
20.5,1712069558011071510,0.6233788669199294,0.719395122618975,0.6968419349784505,0.513886075857277
20.666666666666664,1712069558177829689,0.6239892377639396,0.7118533653575839,0.6919770538264242,0.5043463872365848
20.833333333333332,1712069558344902671,0.6239559113573759,0.7042856751416736,0.6877935740981435,0.4948548292302066
21.0,1712069558512045135,0.6257980730261862,0.6966914894492658,0.6918626797457836,0.4884485477351545
21.166666666666664,1712069558678912620,0.6278005767424131,0.690360137210983,0.697818725735951,0.4835155730978128
21.333333333333332,1712069558845864594,0.6291785975365356,0.685414790644891,0.7007463097435576,0.4799761692378471
21.5,1712069559014346212,0.6305156448058159,0.6825062898752664,0.7027933763260319,0.47782440102223583
21.666666666666664,1712069559179805258,0.6293529937287867,0.6816517228810987,0.7029651549133419,0.4776481751206593
21.833333333333332,1712069559347001253,0.6273472051568492,0.6822592908932414,0.7017301760354713,0.47891512736184827
22.0,1712069559514227487,0.6246512232868242,0.682353736335097,0.7010100395636193,0.48028414790242674
22.166666666666664,1712069559681347677,0.6212729995589473,0.6830313539814877,0.7003500291404433,0.4822764287121308
22.333333333333332,1712069559848067249,0.6184582818594655,0.6837613870522151,0.6996840157261067,0.48370857322636734
22.5,1712069560015263236,0.6150828406848237,0.6844977523219274,0.6977819898562919,0.4844689092498106
22.666666666666664,1712069560182518168,0.6122666150078874,0.6846006106304079,0.6976069427207633,0.48576968449384283
22.833333333333332,1712069560348940195,0.6088807331376143,0.6852744707315299,0.6963945125172075,0.48776814185266515
23.0,1712069560516354749,0.6066868798288869,0.6853702890634223,0.6950505841291711,0.4885899943138596
23.166666666666664,1712069560683789555,0.6033890898663298,0.6860371360345319,0.6912717568542205,0.4893076922375111
23.333333333333332,1712069560850206842,0.5999239466281387,0.6855360246618062,0.6902469982247412,0.4893878031229477
23.5,1712069561019368470,0.5965188962094709,0.686125983728823,0.6823605463282105,0.488256909181504
23.666666666666664,1712069561184639009,0.592419658759793,0.6856472959877689,0.6771117488727549,0.487543947618424
23.833333333333332,1712069561351378750,0.5888913508773636,0.6862383397029849,0.6723641079515466,0.48812641097355025
24.0,1712069561518473631,0.5848270419623333,0.6863706882670679,0.6651987486111862,0.4870561075199891
24.166666666666664,1712069561685603210,0.5800601199958305,0.6852124598549434,0.6516743334710341,0.4815824599416363
24.333333333333332,1712069561852300529,0.5770496344307419,0.6844857815282577,0.650063445138299,0.48211340135637154
24.5,1712069562019227846,0.5742920056686355,0.685057750469014,0.6500765830121997,0.48347913730414743
24.666666666666664,1712069562186332750,0.5733635425481577,0.6851505001126057,0.6500839020446444,0.48423998078516134
24.833333333333332,1712069562353432515,0.572673296118879,0.6851602566492387,0.6500846761544262,0.4843204526761545
25.0,1712069562520770336,0.5725827672020143,0.6845560146670602,0.6500789148876661,0.48372154533562
25.166666666666664,1712069562687181791,0.5725817344862005,0.6844702197540237,0.6500780984486109,0.48363667314281034
25.333333333333332,1712069562854315999,0.5725890100992636,0.6850746557292661,0.6500780984486109,0.48363667314281034
25.5,1712069563023825007,0.5719952606963337,0.6851698405850011,0.6500780984486109,0.48363667314281034
25.666666666666664,1712069563188780527,0.571291454366479,0.6845811199050175,0.6500780984486109,0.48363667314281034
25.833333333333332,1712069563355607218,0.5711975543968889,0.6844897649316494,0.6500780984486109,0.48363667314281034
26.0,1712069563522592367,0.5705918427613718,0.6839004700620882,0.6500780984486109,0.48363667314281034
26.166666666666664,1712069563689639584,0.5699073293867323,0.6844129012030985,0.6500780984486109,0.48363667314281034
26.333333333333332,1712069563856880785,0.5698060956053883,0.683915362313192,0.6500780984486109,0.48363667314281034
26.5,1712069564023687216,0.5692110328037326,0.6838264072294565,0.6495008488839722,0.48422912520878286
26.666666666666664,1712069564191406154,0.5685226487557249,0.6838361175342239,0.6499788589654305,0.4837385262067846
26.833333333333332,1712069564357825107,0.5678302045040053,0.6838458851119854,0.6495043238814241,0.4842255586934562
27.0,1712069564525543761,0.5665547014274838,0.68386387728313,0.6499812081842987,0.4843214772239591
27.166666666666664,1712069564691612196,0.5657555560609905,0.6838751499805212,0.6495073596423527,0.48432616930869565
27.333333333333332,1712069564859046056,0.5650727658562709,0.6844700617287716,0.6494108897472872,0.48490593537552706
27.5,1712069565025913486,0.5643757878927165,0.6840019947863069,0.6494119020259992,0.4850109407547206
27.666666666666664,1712069565193578038,0.5636857477988534,0.6839043465737511,0.6488415747509457,0.48501659652467655
27.833333333333332,1712069565360805763,0.5629888871947231,0.6833362543581384,0.6493002931116465,0.4850120475479115
28.0,1712069565527094219,0.5622941708216567,0.6832324395314665,0.6494119020259992,0.4850109407547206
28.166666666666664,1712069565694586992,0.5616043679057788,0.6832421598758875,0.6494119020259992,0.4850109407547206
28.333333333333332,1712069565861176914,0.560912247494935,0.6832519128772441,0.649417391719719,0.48558039594920743
28.5,1712069566028277897,0.5602069902624631,0.6821127079137542,0.648848614309133,0.48513224397773486
28.666666666666664,1712069566195651649,0.5595214365314332,0.6824601343996223,0.6498613951357676,0.48557185637416195
28.833333333333332,1712069566362790092,0.5588325456602774,0.6825896040047066,0.6506628303920055,0.48624555996703955
29.0,1712069566529614764,0.5581409110272071,0.6825993401590251,0.6507837110517886,0.4863648646282987
29.166666666666664,1712069566696780680,0.5568752899482098,0.6820500826808014,0.6513459940063796,0.4869198167401557
29.333333333333332,1712069566864166574,0.5560662640223363,0.682501134741229,0.6525831020843491,0.48758839210659416
29.5,1712069567030499365,0.5553675834555581,0.6820735163820856,0.653399823261346,0.48882270727820126
29.666666666666664,1712069567197862561,0.5546754599271774,0.6819564199627,0.6540793053206055,0.48906661100676
29.833333333333332,1712069567364603314,0.5539835941961527,0.6819661493647267,0.6547576630458687,0.4890598243819251
30.0,1712069567531670055,0.5532852523296489,0.6814153486476184,0.6554406343066662,0.4896069550621003
30.166666666666664,1712069567698660107,0.5525922928905463,0.6812939527183589,0.656129990346722,0.4908347012916802
30.333333333333332,1712069567866012109,0.5519021127346642,0.6813036484353919,0.6573657448742707,0.4921841064068179
30.5,1712069568032848122,0.551210484468324,0.6813133644956196,0.6581787135768811,0.4924428199374744
30.666666666666664,1712069568199697043,0.5499557609200361,0.6807761184310591,0.6583175289846737,0.49298949658409735
30.833333333333332,1712069568366574837,0.5485700679057182,0.6806586088884117,0.6583239248311505,0.4936719267485856
31.0,1712069568533660787,0.5482940457982226,0.6806624824814149,0.6594145536153785,0.4943426502220275
31.166666666666664,1712069568700913458,0.5477360174451852,0.6801200946444443,0.6591495072416691,0.4944829888349622
31.333333333333332,1712069568868238491,0.5470439766587742,0.6799881266261649,0.6590105001336011,0.4944843957957984
31.5,1712069569036139741,0.5468994316743666,0.6799901530268486,0.6595432524613748,0.494479003541611
31.666666666666664,1712069569202938901,0.5468994316743666,0.6799901530268486,0.6591581286472727,0.4944829015733811
31.833333333333332,1712069569369451285,0.5468994316743666,0.6799901530268486,0.6595421227089763,0.49447901497640306
32.0,1712069569536306277,0.5469063614582935,0.6805314051998724,0.6596893767153674,0.4944775245445623
32.166666666666664,1712069569703275448,0.5469013736086292,0.6801418281945923,0.6596893767153674,0.4944775245445623
32.33333333333333,1712069569869832921,0.5469063477276366,0.6805303327641411,0.6591592701162476,0.4944828900199997
