ts,X,Z,Phi,Theta0,Theta1,dX,dZ,dPhi,dTheta0,dTheta1,ddX,ddZ,ddPhi,ddTheta0,ddTheta1,Fx,Fz,Ty
0.0,0.012844855039471156,0.7536957774495343,9.53416796997282e-05,0.042883499322268745,0.4493050106807891,0.0924440637308647,-0.0006312951211044915,0.0005716677911610933,0.3455879905410577,0.06621506822088064,1.678704329838491,-0.005359969212646476,0.01166445625199736,8.40406599088274,-10.187769095410678,-1.3206321953748228,-7.312256135009907,0.11575121309888953
0.03333333333333333,0.015983125598119007,0.7529152326564397,-2.223499413302909e-05,0.007523955824672801,0.6053817979110597,0.14394836782637574,-0.0018709624902851774,0.0005298700925802385,0.5756886285584024,-0.26272890612138194,1.6458119012471255,-0.02993119888573581,0.002205959601498428,7.37416964223689,-12.37064875008235,0.23333699869912394,-7.324363935602368,0.17475096053870612
0.06666666666666667,0.020984139356281052,0.7540640573839777,0.0001882312155977982,0.07563542919198955,0.4523145395141172,0.18970779639858346,-0.001075036809755514,0.0006284468812863195,0.720331335120692,-0.5544174675030704,1.2505955118626342,0.0010345556620698915,-0.0006770909523535154,3.3925954889883405,-9.952810369220867,-0.44046296315105415,-7.2141489674421075,0.16963080146108547
0.1,0.02717616633848138,0.7537697116677831,0.0002371336472015815,0.09613605368949485,0.4343656262350678,0.2207036207280082,-0.003065966357244654,0.000846160527511963,0.850305903905803,-1.1143453109087273,0.5820987887199611,-0.036305188774326425,0.00012243712757632405,-0.08026109148723037,-11.237913599222228,-1.612625870229645,-7.246335466474872,0.16382868402500983
0.13333333333333333,0.03546057319113609,0.7533295190122534,0.0001199667514473913,0.1277034122348723,0.40871742555552165,0.2269561401784971,-0.004790727671978523,0.0007723581693492873,0.6321596226632133,-1.066350212154425,-0.26168406640162567,-0.03982544398201071,-0.005007378623448953,-8.92060407876271,2.4964904070840426,-0.07250274315897798,-7.3990427690615315,0.1855172429456163
0.16666666666666666,0.042922099040634994,0.7529547968726265,0.00011927620550389334,0.1277034122348723,0.40871742555552165,0.2080195354730507,-0.0026578535375401113,0.000354835292882854,0.28218993575407214,-0.9516108929443485,-1.0144201076762882,0.0449367477357594,-0.012940844986326578,-14.431383454736245,10.333554541564457,1.383606414837595,-7.429022840166606,0.18653358509432447
0.2,0.05145157411529662,0.7532496891177908,0.0002283665234307545,0.1666731378493722,0.3427626655400202,0.168891912300607,-0.00030207831980255673,-0.00023173509334484976,-0.2670172113305612,-0.38582743551199916,-1.4840363400650531,0.08712386323793098,-0.01731513097750985,-18.334911687466132,20.316240749977705,4.5141003395665535,-7.313458781228029,0.16582527557556953
0.23333333333333334,0.055255471310515815,0.7531071197901827,0.00030740880116533786,0.1295142785316295,0.38165133928734796,0.1174519149872299,0.0017035427203412334,-0.0007161507825300445,-0.9204365405126422,0.48101911101135586,-1.6298616032470288,0.08438462727912466,-0.014144588845692186,-19.02076871939696,26.210110961015022,3.3265567653635877,-7.263093096566141,0.08415536785310758
0.26666666666666666,0.05828305908213957,0.7535992644450155,0.0001379639223737205,0.10562963089896825,0.35798412879765346,0.06460665624291187,0.0030206484507834253,-0.0011271826049144543,-1.381982556190322,0.9661475832241455,-1.4987189303557331,0.04832465046503742,-0.009160792074692798,-12.957263576377859,16.4799930738028,0.27183506282700864,-7.2949187507893365,0.010323930339318776
0.3,0.0605328100699214,0.7528351475473226,4.990792190551583e-05,0.07239022016662018,0.3527357538995199,0.01620561585418738,0.00421596558673043,-0.0011295512343101166,-1.7287967715328156,1.4093200787360363,-1.296277855747459,0.010447817520038427,0.0009568893525224919,-7.207287851312239,9.153174707667453,0.5231271346760746,-7.3238583851766474,-0.022785535913698286
