ts,X,Z,Phi,Theta0,Theta1,dX,dZ,dPhi,dTheta0,dTheta1,ddX,ddZ,ddPhi,ddTheta0,ddTheta1
0.0,0.013974018057152416,0.7637928797436597,0.00020003810136309385,-2.214648506876291,3.21767231479486,0.005503909217034295,0.0011826078058605471,0.0002831111139313383,-0.3195443748914385,2.1234492387467965,0.07280687985011908,-0.008016582265462091,0.0058297150165224024,-2.2922191364515867,37.455469359342295
0.03333333333333333,0.013974018057152416,0.7637928797436597,0.0001993886771531502,-2.223510987536047,3.2745339740552093,0.006436281036170204,0.001380227036493431,0.00046242337974809907,-0.34646280427682946,3.431908732452171,0.023835457938313154,-0.004177590056739788,0.005743631450345516,2.484280876864686,35.67483887986488
0.06666666666666667,0.013975971888520084,0.7646063712426221,0.00021074617224032142,-2.220975470797879,3.3504037738166974,0.004903509844112813,0.00020384766255232556,0.000623771277448598,-0.09209768540889685,4.244417904020909,-0.05550554936269314,-0.02578385111493553,0.004347891880810988,12.244364229969392,15.703758843459541
0.1,0.014711490810211423,0.7638547609142823,0.00025693280648765896,-2.250781034783803,3.5754734103169215,0.004440576540609932,0.000951512292002521,0.0007288475738481742,0.5520527689584362,4.214840530750844,-0.06328104690174802,0.006849025303878875,0.001868435578394067,25.382563070317275,-17.60389902823647
0.13333333333333333,0.015483403119078087,0.7638294755748853,0.00027654827369147166,-2.2225939748053656,3.699667954499057,0.002856715826130932,4.463432522472388e-07,0.0007449781262844848,1.6557023785860072,2.768707269660176,-0.07079809708910637,-0.009861105656160163,-0.0011639270036361334,39.500690823441374,-62.82060868407424
0.16666666666666666,0.01480242416526916,0.7638129648835511,0.0002929032995183756,-2.1748358832688663,3.803823503058413,-0.00103372053301423,0.0003388256500564957,0.0006748873476770408,3.1464126254401674,-0.020373200308660966,-0.0966752907056799,0.006303459266700173,-0.0036679124369478834,50.34260093665924,-103.95215831837322
0.2,0.014750665797051763,0.7638134136521619,0.00031247559155835275,-2.0598463300226237,3.778047621540403,-0.00012831630844267403,-0.0010644500321942418,0.0005419150903686176,4.959173454831742,-4.025526568521284,0.006666419057648365,-0.02421227872863163,-0.004906625055531362,56.53344795807776,-132.76892856949254
0.23333333333333334,0.014007371888020655,0.7645979236307978,0.00033755053181672596,-1.8979860368827584,3.6276982989085615,-0.00019207565175028384,-0.0009040952968659699,0.0003820716572018074,6.79620271316938,-8.46205033731705,0.03687272025009686,-0.010430915399444629,-0.0047482288869484515,54.00027782509298,-135.98409662145502
0.26666666666666666,0.014710049617801788,0.7638562820216299,0.0003475593564498974,-1.6730408819116214,3.3355318340255584,-0.0027838676924235913,-0.002113762837593902,0.00024247745697315043,8.308633385458014,-12.278242753721646,-0.016292734014057286,-0.031428969344995394,-0.0034780153198408874,41.66327988377755,-108.50401205407658
0.3,0.015492116261411408,0.763829686829584,0.0003508637914684268,-1.4147774048111112,3.1254777076303304,-0.0035424012567389328,-0.0016106508958303456,0.00013076842871709797,9.471165660414655,-15.346578188458862,-0.02489446419873298,-0.0027906248149651702,-0.002393692985495638,27.140427044039434,-72.6373202203196
0.3333333333333333,0.014096945869827689,0.76379586019285,0.00036479669500979133,-1.0728791333760532,2.377046105243574,-0.004220997508477127,-0.0009951725589909532,4.436115237774533e-05,10.152591675984768,-17.203469427588196,-0.04078163960386694,0.02072434594090744,-0.0022067566564248314,12.273771773637264,-34.21649044305819
0.36666666666666664,0.013974018057152416,0.7637928797436597,0.0003584149166432697,-0.7344354648934011,1.8415812859119107,-0.0033325712581873234,-0.00021573658674856055,-3.812875157785853e-05,10.43762510081498,-18.063645578523563,-0.01613067357503356,0.04232794074894386,-0.0030066807492076346,1.1922026033782487,-6.416578993811825
0.4,0.015449509651203832,0.7638286538100083,0.00035657309871134065,-0.3738342827015233,1.218001436107056,-0.0014512911064372882,-0.00036975840787956127,-0.00015056787316592135,10.372973601054785,-18.0352362806887,0.033447579909607894,0.03596646785017832,-0.004263067555599148,-6.691106656741532,12.642125900169681
0.43333333333333335,0.014020195738336974,0.7637939993457213,0.0003540707886236976,-0.02837396499832301,0.6082580238593972,0.00017479719524655934,0.001982453509121851,-0.0003084309416209537,10.065044985967408,-17.466161272780244,0.07859063622049212,0.06907611759748278,-0.004954850123878721,-11.944135916737086,23.668788690382385
0.4666666666666667,0.013974018057152416,0.7637928797436597,0.00034447777480721555,0.26384759649477507,0.1479724444317691,0.002147347272305592,0.003042624946265171,-0.00048270974090974903,9.610487942880294,-16.64217200026024,0.11884735474731295,0.021395712972394065,-0.004395205764704549,-15.486093122373369,28.38920041363329
0.5,0.013974018057152416,0.7637928797436597,0.00033326687475850134,0.6013999154155252,-0.4366591060653188,0.0034184493313846615,0.006074671301878887,-0.0006044779865083455,8.944035144296334,-15.304270142946882,0.08789171523826661,0.0018593030301179425,-0.00311627399562166,-21.05461617865474,39.389444572754726
0.5333333333333333,0.014736690847404432,0.7646305019335533,0.0003120922408716543,0.8860570036673712,-0.8918794913926033,0.003788225883595243,0.003016496393758117,-0.0006527251023796638,8.098262512252825,-13.7471499689232,-0.030909080813464218,-0.05004127289607396,-0.001929670805945036,-26.006927991499936,45.311076505785934
0.5666666666666667,0.013985645119433836,0.7638056494208983,0.00028600836758666074,1.1663375144844481,-1.435099253356192,0.002095122914210835,0.00035990189616974533,-0.0006786461698291351,7.0607026031186955,-11.812465178129958,-0.13429588020155103,-0.07683851702736,0.0006108406482111459,-34.09625657177255,62.32341817969035
