ts,X_EE,Y_EE,Z_EE,Phi,X_base_meas,Z_base_meas,X_mid_meas,Z_mid_meas,X_end_meas,Z_end_meas,U_base,V_base,U_mid,V_mid,U_end,V_end,Base_angle,X_ang_start,Z_ang_start,X_ang_end,Z_ang_end,U_ang_start,V_ang_start,U_ang_end,V_ang_end,Goal_X,Goal_Z,Endpt_Sol_X,Endpt_Sol_Z
1693323253076812506,0.2016089551809456,-0.2498713488868075,0.5183131489124797,-0.9511242317351897,0.2016068947984497,0.5217718125028414,0.29776950319486645,0.35156922215715425,0.31106435979275215,0.14948321065586612,1234,344,1370,571,1401,853,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.3,0.15,0.299999999596023,0.149999998489842
1693323289657280922,0.26682589617788005,-0.24986944798989172,0.4982666632366604,-1.2148262350830183,0.2670743273728332,0.5009748322749584,0.38839415805214716,0.3477991910499142,0.40749947772037587,0.14626102712310507,1322,372,1493,577,1536,858,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.4,0.15,0.399999999471701,0.149999998568417
1693323329244661570,0.3353765572831044,-0.249880506180458,0.47390824834505996,-1.4736652119266531,0.33756523763075097,0.47875786524057806,0.47863324399669055,0.34549184344541717,0.5057999937714488,0.14442630238534837,1417,402,1615,581,1673,861,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.5,0.15,0.500000001540743,0.14999999813426
1693323376515513659,0.4054944949800483,-0.24979915172694353,0.4434961856612073,-1.7498481703444466,0.41048423395623845,0.4490329830481908,0.5660859253910987,0.34167470519091936,0.6031509889538054,0.14397854573585323,1516,442,1733,587,1808,862,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.6,0.15,0.599999999457967,0.149999997473268
1693323428129007578,0.47225760042415615,-0.24986270821345424,0.3968968910571067,-2.117308558415496,0.480398771143819,0.3998695091971545,0.6519803321604565,0.33413339232724726,0.6976241486255523,0.13932123678577424,1613,508,1849,598,1939,869,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.7,0.15,0.70000000089509,0.149999998331319
1693323485254848480,-0.41271806428425273,-0.25000780704457015,0.4809473371125458,1.9007680052133473,-0.41568181939153187,0.4815904635977645,-0.5851083883089611,0.4107517005293898,-0.6818471458135416,0.24392994110822275,397,388,155,481,-8,712,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.7,0.25,-0.699999999135098,0.249999998501853
1693323531857610941,-0.3370690141580637,-0.25008243301203087,0.5197746722426908,1.6406291514238063,-0.3374956736619634,0.5210506474118584,-0.49588598221042607,0.41449151292542136,-0.584378663236906,0.238820908182364,507,337,280,477,132,720,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.6,0.25,-0.59999999876926,0.249999998761349
1693323571110540867,-0.2604474816991345,-0.25000849486109844,0.5484789108342949,1.4234829873576107,-0.25773164995887365,0.5479852942557137,-0.4034244774025501,0.41975551793779614,-0.4862622938941981,0.23859657191130812,617,303,409,471,273,721,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.5,0.25,-0.49999999897409,0.249999999891564
1693323601677975893,-0.1845546836670854,-0.2500647354654806,0.5720691118288046,1.2197453353160566,-0.1830033737441923,0.5728075156372019,-0.3119370617363355,0.4257778627842855,-0.38627413982346614,0.23767650470203283,719,272,536,464,416,723,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.4,0.25,-0.399999999577,0.249999999346047
1693323625396889448,-0.10745323305943479,-0.2500323501370737,0.5906177090690669,1.0398243038287314,-0.10440771331815922,0.5893355966736934,-0.21627033958963926,0.4311224484264097,-0.2824601165869146,0.23958193685147522,825,252,668,458,564,721,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.3,0.25,-0.299999999201184,0.249999999746557
1693323648447646618,-0.040655531529224645,-0.2500912273631817,0.6118296717765737,0.7933620370228762,-0.0350407811427979,0.6144865762843388,-0.12373810697477541,0.43721087724581126,-0.18244775211198772,0.24500530505368046,918,221,795,451,706,714,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.2,0.25,-0.19999999975687,0.250000000418193
1693323671665714025,0.009840182467026545,-0.250020756839355,0.6334398334018392,0.44864294404761856,0.014578546487808576,0.6372200820296204,-0.03804474525690994,0.44476568062808824,-0.0818128618813638,0.2490441233960894,984,193,912,442,848,709,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.0999999999999999,0.25,-0.100000003516755,0.249999999534201
1693323685362453222,0.040666465471212596,-0.25002437558210244,0.6464384199251367,-0.0090354055416949,0.044843860068949526,0.651110415514017,0.04075265474582361,0.45003206871814105,0.022250137334438893,0.2516988624981237,1024,176,1019,436,994,706,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],1.11022302462516e-16,0.25,-9.21457975026907e-11,0.249999998981805
1693323709415770292,0.04255041800912471,-0.25011534535620267,0.6345077794591512,-0.6615792388842056,0.04482019462721495,0.6392230598328982,0.11401745037443331,0.45677745384702734,0.12112906796071887,0.2543384655191834,1024,191,1118,428,1132,703,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.1,0.25,0.099999998872228,0.249999999755139
1693323738480149984,0.1015712327365829,-0.2500629922017854,0.6182035511245596,-0.9527751366964597,0.10224487906873851,0.6234212248821598,0.20006385956758352,0.4530765010415629,0.21391560405137358,0.2526725350168162,1100,212,1234,434,1261,706,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.2,0.25,0.199999999532072,0.24999999806776
1693323788423834562,0.16948440432401574,-0.2500457195227269,0.5998583096583701,-1.195753198250148,0.1701534164672992,0.6062114013828199,0.2878648337245461,0.4501368467358455,0.30843817675107954,0.24957799041775808,1190,235,1352,439,1392,711,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.3,0.25,0.299999999399584,0.250000000626737
