ts,X_EE,Z_EE,Phi,X_base_meas,Z_base_meas,X_mid_meas,Z_mid_meas,X_end_meas,Z_end_meas,U_base,V_base,U_mid,V_mid,U_end,V_end
1692089820379738331,-0.26724149336313535,0.7530425724812133,1.5345550712195903,-0.2692448716074994,0.7521879924202877,-0.39938455579110255,0.5060935560666258,-0.4412830688294641,0.21482440970880778,663,93,487,381,408,751
1692089861803901911,-0.20394428092253405,0.7873142890940643,1.2049138372347883,-0.20132864919444884,0.7878428011818438,-0.3061278974635289,0.5185941578642388,-0.3418574148178176,0.22484133976680132,747,54,606,367,541,738
1692089896379784584,-0.13938061120355674,0.8114258098546496,0.920872844487308,-0.13398397939098092,0.8122849335694494,-0.21279775350632732,0.5287076773570998,-0.24534782904993246,0.23417483181937293,829,28,724,356,669,726
1692089930120530128,-0.07064249996218047,0.826655855064554,0.6885454310913044,-0.0650767049412072,0.8306799174525333,-0.12349928565704112,0.5363498056593181,-0.1572041318696086,0.24279485504757436,912,9,836,348,785,715
1692089959184310198,0.04176288388867941,0.8214177708456654,0.7791198884306869,0.04720690875650862,0.8274750097287107,-0.02225197904077737,0.5316577840479093,-0.0575386276447816,0.240788750017367,1046,15,962,355,915,718
1692089988749231577,-0.052614052955837556,0.8298615573546011,-0.5672672509329818,-0.04840047180676393,0.8373199067703704,0.026979602956300985,0.5480907832398381,0.016415967527837895,0.25405351356813577,932,2,1023,336,1011,701
1692090029004300594,0.04720059249586965,0.8297342073210876,-0.5685823334677677,0.05148284443804319,0.8393052308915113,0.12267102215519664,0.5466801138746972,0.11174871768136876,0.2528171141317943,1051,2,1141,339,1134,703
1692090083624244213,0.11867948127708693,0.8172282243473856,-0.7760164007123914,0.12375380809308968,0.8235501750223696,0.21468672726213112,0.5435333916403164,0.20361265490881847,0.25001686706311155,1137,21,1254,344,1252,707
1692090119369170427,0.18393171580864198,0.7960142723875048,-1.0456405808054317,0.1891352088664441,0.8031702540918508,0.3028417949978761,0.5369595806477747,0.2972258806791916,0.2417953568109471,1215,45,1362,353,1372,718
1692090160626453638,0.24748520364636928,0.7651680107353951,-1.358961201188451,0.2523563300265149,0.7720530045778403,0.3944658538506736,0.5287183200395097,0.3894579666666532,0.23199968177566888,1291,81,1474,364,1490,731
