ts,X,Z,Phi,Theta0,Theta1,dX,dZ,dPhi,dTheta0,dTheta1,ddX,ddZ,ddPhi,ddTheta0,ddTheta1
0.0,0.011420123772941576,0.7549551098546388,0.0007357149470378969,0.25808010477998017,0.4134652646512773,0.02331424914859523,-0.007760950548416301,0.0005909978023656043,0.020341473270378857,0.6007356072271766,0.9176688166674836,-0.020698717992335247,-0.007141663570002791,5.800274797264505,-10.87288346370699
0.03333333333333333,0.010934882946018104,0.7540896091257366,0.0008599372117216251,0.18918725875948272,0.6592933282113075,0.06225051364511019,-0.008189661646579416,0.000635981563900012,0.18457464346163038,0.27023832100700884,1.3494500117298824,0.020597466892684935,-0.005406090832999548,5.395636275325408,-13.121579105731518
0.06666666666666667,0.013436841426266758,0.7543027832798868,0.0008910035270169757,0.23791373363419618,0.5427113563179347,0.10646662798903668,-0.007093281593235856,0.0005296267155840488,0.22490318870607723,0.10848339609499646,1.4865325364338218,0.06356736857483547,-0.005316084606033894,0.8575623903511267,-6.277073594252984
0.1,0.01695167323853493,0.753551821619955,0.0007303175330415305,0.24969622992889112,0.5373445086767047,0.15024315596666732,-0.004990398608420876,0.00023396681792304608,0.0840659249862739,0.24513373738997513,1.327431308136815,0.08455141039853586,-0.006493877314392094,-6.039018266652281,6.542658840392846
0.13333333333333333,0.022002701932704625,0.7534945942914861,0.001025567079057491,0.27524453619319544,0.4725071232122297,0.18752539356331302,-0.0022781279862996717,0.00018379343059118285,-0.2222214860182864,0.6684938134205616,0.9345475031502833,0.08001494234103212,-2.145882262525982e-05,-12.116213803927334,18.76485682341828
0.16666666666666666,0.02818740624406314,0.7537261044973961,0.0008820637268804341,0.27170445752447225,0.47005754952340706,0.21048478103141013,-0.0006337502238386028,0.0003875320703180465,-0.5819736097728223,1.1698804543308867,0.36385710621908823,0.033310651573319916,0.008199534698698824,-13.79074312999439,22.482336717143152
0.2,0.03495897431974347,0.7535738198048794,0.0007369321984936967,0.19974752514862754,0.6666109370707434,0.21349709982845314,-0.0011975393439004334,0.0004799636471959016,-1.0373637678781615,1.920851988682513,-0.27681257061487496,-0.03932202221200498,0.0071543603942156,-13.052567383924847,22.366528878835272
0.23333333333333334,0.043199413003260786,0.753698654728248,0.0007526539348635883,0.1880194723809576,0.6845465308956049,0.1977768074399429,-0.00235657821695634,0.00036408843543862866,-1.2448570971061004,2.1407884048119974,-0.8054709488905655,-0.06788948604732603,-0.0015566804395157098,-4.443985057901167,4.2833573484164695
0.26666666666666666,0.05035004627846167,0.7534376052086456,0.0009855590779370548,0.18542675342179232,0.6595098105836141,0.16565474412923914,-0.003242019264603435,0.00019606517681470485,-1.1635312600768828,1.8194279949250314,-1.1683763765513233,-0.04177939033017708,-0.009667627338301938,6.708541020033527,-18.626312189813845
0.3,0.05504905442844113,0.7536418832447529,0.0011309737127829886,0.12285860355299905,0.7616193654003172,0.1204478847465867,-0.00328767471428848,-6.656104068222249e-05,-0.9094266549281222,1.2118196132314192,-1.397838882417842,0.018582938565289808,-0.015324997123735775,13.50890321153911,-31.43439492537886
0.3333333333333333,0.05750054559650542,0.7529381743553576,0.0008643919549143468,0.06386536920989805,0.8616591017392401,0.07156169231608354,-0.0031089932978356494,-0.0005108897519982899,-0.5475026683268398,0.5167872357182769,-1.4507619154542364,0.0611345402730592,-0.01766694202112991,14.253767779623786,-28.864882692941457
0.36666666666666664,0.05903326757134654,0.75299124647649,0.0007373972153237394,-0.0061971497880614415,1.0229832392103213,0.024569719706875142,-0.0005161334764519632,-0.0007823102598528721,-0.19057189882078543,-0.2021836960752752,-1.4052108430723598,0.10886624076316487,-0.008720159599942653,9.395063876086336,-16.08025675830195
0.4,0.06334421998773138,0.7533968153438866,0.0008937605660836538,0.10849585701578171,0.7015354199802082,-0.02162484083617361,0.004506155699857128,-0.0007691560810596307,0.0428670893882431,-0.6179416725281273,-1.3943463398718445,0.13723570065713986,0.00596557101603579,2.1689149317463237,1.6750703893432153
0.43333333333333335,0.061919950351953676,0.7532730481610255,0.0009049308853970734,0.06251998890509528,0.8241332202969808,-0.06966416825859709,0.00751195305108221,-0.0008397005700517057,0.08892450175654104,-0.5267790124497702,-1.4410346236204403,0.07657408045893987,0.00888141690320598,-2.3966517574271196,11.951995837601524
0.4666666666666667,0.05845522737275908,0.7530837667777872,0.0008164131631692086,0.07704947199428508,0.7660997863470135,-0.12035279926848394,0.007514044758136995,-0.0009323113078188441,0.04846658078015095,-0.20082498709647706,-1.5017346982203388,-0.006475982392576185,0.0005635375362199411,-0.30706245360814943,3.048708367597605
0.5,0.05382774906863305,0.7539032570289264,0.0006960240548342541,0.07704947199428508,0.7660997863470135,-0.17027654809816184,0.00656648586622699,-0.0010175138924082912,0.24854643659964237,-0.6527681047953756,-1.5756248302710025,-0.0933703695986825,-0.0014642484207620324,3.326640597561635,-7.7520508073966505
0.5333333333333333,0.04880964569024405,0.7541703073622127,0.0007130360603135666,0.07704947199428508,0.7660997863470135,-0.2236688236132304,0.0038120451095785546,-0.0008695944325546458,0.36820434420567894,-0.9078352512373327,-1.5649405346426888,-0.08899312723688624,5.4240196950050557e-05,6.031910400303386,-14.497047440992972
