ts,X,Z,Phi,Theta0,Theta1,dX,dZ,dPhi,dTheta0,dTheta1,ddX,ddZ,ddPhi,ddTheta0,ddTheta1,Fx,Fz,Ty
0.0,0.011999039066292563,0.7507282269624798,-0.000359910746675974,-0.48588624165234495,2.3455150277047707,-0.00025950474925106465,0.004500024184958207,0.0005341122480024338,0.04740249406056546,-0.20449486813855988,-0.08655620285412668,-0.04249920378965655,0.009396243205915589,-2.6735937342588745,6.90420846020865,-0.04210143747418734,-7.011482936248101,0.004379586498986196
0.03333333333333333,0.012481309376496524,0.7516052914702267,-0.0003595906346737608,-0.4634754865728369,2.279703671453472,-0.007751130268091551,0.0017178899589813668,0.00012530310340241592,-0.10245506335800131,0.1819156076199797,-0.13728188709942812,-0.10087481279717814,-0.005236996888575264,-4.2929714048027705,12.249212710183613,-0.0457971263475457,-6.985833733183198,0.004078973401374249
0.06666666666666667,0.012395035311113594,0.7516098614493176,-0.0003594962646825248,-0.4653053514141253,2.28430313780304,-0.009348755092887344,-0.00015095872887394002,3.180000768127962e-05,-0.18729824060972866,0.487432086081546,0.04790367749576685,-0.08871526574828259,-0.0050447635058787025,-2.4290094265531206,10.110437033886548,-0.06841094142556138,-6.982273791242577,0.0035478495577286953
0.1,0.011931753656769762,0.7514038817295325,-0.0003534968951230605,-0.47826889684234464,2.319286214941949,0.00565573175965061,-0.001780268437385213,0.00029955329491805974,-0.09747364889926757,0.5119987245920066,0.5507721140756066,-0.05343742185524292,0.004117774103223169,3.136752941269746,0.3209279288351965,-0.06921852685671855,-6.987750052552465,0.003676675221707869
0.13333333333333333,0.012197865281454577,0.7508485347065273,-0.0002724015573776846,-0.4889002112353097,2.3588922871884415,0.03900301971210422,-0.003116929173878069,0.0008670855354262577,0.1339186480816129,0.30159833513930234,1.1618797110143129,-0.014224541949364067,0.01503525032275607,8.756082755682213,-10.385201025116999,-0.5585476285378346,-6.9614914866726245,0.030855349961032175
0.16666666666666666,0.01320393924707215,0.7510471653312337,-0.00023896618510946082,-0.49454970663614617,2.3947807875709444,0.08546778367624425,-0.0033895194598726475,0.0014362913421499238,0.44568364326116305,-0.09929405155008464,1.59852164125456,0.02733968086144145,0.018599634050584957,11.716999821548526,-17.77913887754626,-0.8473533151235152,-6.9788482627134485,0.09757382129579109
0.2,0.017234473919263665,0.7513535140388559,-0.0003283346895428306,-0.44519540670842794,2.2957409978729295,0.13868755123938117,-0.0024078481381085703,0.0013653800891249145,0.8152318412460914,-0.7513847494428898,1.7150282627109532,0.05600468782961521,0.0048720196604454995,11.739989270752949,-21.98945456849335,0.044360595610843975,-7.016254849247317,0.12636208513303598
0.23333333333333334,0.020567922584869728,0.7509864554876085,-0.00018441622614190752,-0.4420346132074765,2.3279308293953056,0.18528596826492566,-0.0012464810368952861,0.0015095985812310728,1.074500466644532,-1.3072301259006815,1.367757358294246,0.04394696975514023,0.0008494712787835588,6.585356746077785,-16.10359891656163,-0.07624110819941929,-6.96848166826084,0.11851095629763905
0.26666666666666666,0.02396362511131514,0.7502377284494849,-0.00017443170582869327,-0.44981687403525306,2.3914401945879176,0.21975479433242473,0.0016228332804590906,0.0017286549093906958,1.1711241504280943,-1.6637675381750954,0.7405810255967915,0.04126012373789756,-0.0007059874734107376,-1.2974719946830575,-4.110457909244012,-0.2560111234794756,-6.958830045281765,0.1500585576563852
0.3,0.033646578945838904,0.7512550452662242,-0.0001734466858060622,-0.35697781040072396,2.2000801102237117,0.22928953015936604,-0.0015375462712250432,0.0013661445394417267,0.8784731492889222,-1.2222346741334538,-0.13780516137242074,-0.09363430505288406,-0.013718698812167975,-12.950366834551236,18.882177413097338,-0.9123399740404552,-6.864611216573871,0.16420501679585353
