ts,Theta0,Theta1,dTheta0,dTheta1,ddTheta0,ddTheta1
0.0,-0.03027105563603228,1.2703485745552638,-0.13897164442946286,0.4155818622625358,-1.3972095821636157,4.4604020954969705
0.03333333333333333,-0.06288954074283135,1.3544939816988815,-0.12264368537291499,0.4017525578292993,0.21072418466657117,0.053862553114722544
0.06666666666666667,-0.026197675927485564,1.2613361197738486,-0.017734727626299025,0.08433357338116187,2.695373405472373,-8.113909082010775
0.1,-0.04104244664363213,1.3069890060830107,-0.044861647183605344,0.11859687800157981,0.883123462287888,-3.8800976827437417
0.13333333333333333,-0.01673366938171518,1.236807297400394,0.00010233197242559555,-0.07859051611437273,1.1647930639029371,-5.212710887495884
0.16666666666666666,-0.10570841444249914,1.4734355984065848,-0.04356688077402959,0.0007971135310433919,-0.48437637401910916,0.43103325628974076
0.2,-0.02443699923256494,1.2552014638823508,-0.13755153951483537,0.2517384649568839,-1.8200750398129868,6.000368152115527
0.23333333333333334,-0.0481191117305892,1.3171878675288238,0.021373968958627337,-0.03866605158061098,3.2256308336851567,-3.651576884847337
0.26666666666666666,-0.0540688347680442,1.3396030009119166,0.3071322620011529,-0.5273231658198795,7.984282875487826,-12.499990915351344
0.3,-0.01686148835990981,1.236545149898591,0.44920378635857866,-0.6164320027525119,6.079067435012205,-7.124548323125257
0.3333333333333333,0.012608904225697264,1.1721900705203154,0.613467258465244,-0.8216353435120085,3.813955155417475,-4.525593198587757
0.36666666666666664,-0.07893586044276724,1.4336866591753754,0.675995325779332,-0.9829202214976005,-0.9130406049371116,-0.11405912255118267
0.4,-0.01850475222961273,1.3249449156555784,0.3435930149191929,-0.35109770895607206,-11.414391329951512,18.34019218260078
0.43333333333333335,0.0645090531573551,1.104797884510824,-0.21017540464609205,0.5383737791198142,-18.777572580516196,28.601206883240938
0.4666666666666667,0.02916874452476738,1.2172140450154085,-0.7090633969666281,1.0523421926126235,-17.649638175964153,20.496618125472107
0.5,0.03407231533812888,1.1702224677509827,-1.1890728197745766,1.5128155099123284,-16.685895617811834,20.138460767348114
0.5333333333333333,-0.05416411103865097,1.3711578898887264,-1.7451482233661701,2.449234545990252,-12.402242459909889,19.912970408875616
0.5666666666666667,-0.07568815697055557,1.3327999237209416,-1.811816352737277,2.4700678510519527,1.6279156285639993,-1.802853725610852
0.6,-0.21438020629954574,1.6235989898705543,-1.7033196409601077,2.527970162914472,15.396823047526597,-22.98399807936993
0.6333333333333333,-0.23052804354140072,1.5777455213741967,-0.912859667407473,1.126297409417457,24.544958389660543,-38.22267350877789
0.6666666666666666,-0.19801614558482228,1.46293240998278,-0.15749770136486135,-0.05332751784512102,26.927586884148784,-44.91291817465671
0.7,-0.26841330898035465,1.6313165868679085,0.5010884754138483,-1.0829840200097847,17.55116619304035,-28.19230959596154
0.7333333333333333,-0.2706976764535007,1.6423106511701686,0.9718860856075849,-1.8961984953104873,4.668068447673427,-5.076330908672478
0.7666666666666666,-0.15831290835879944,1.3911931048293504,1.1049335404617262,-2.135428322535971,-2.9925227788025284,4.844713972379161
0.8,-0.16964020960732568,1.4506918046918538,0.998689839248807,-2.0204134437032533,-1.4454507841055177,-5.231365263468195
0.8333333333333334,-0.17451402873332342,1.4995171318115192,0.8420258635200698,-1.8146569334393967,-5.32528636600845,6.285877053444253
0.8666666666666667,-0.06612812566182628,1.191385648635452,0.586442507609445,-1.254862633587264,-6.948549812705763,19.164030531381055
0.9,-0.0380480809222596,1.1174572417433293,0.5360232576752479,-0.956621624410559,0.7007682672660516,7.796214204517039
0.9333333333333333,-0.11697102012893605,1.3428575418766624,0.5485866637947694,-0.6849946389527695,2.1328491855628715,9.003678833822223
0.9666666666666667,-0.08466562882218125,1.2938703967177094,0.9455813094954699,-1.2949829957987757,11.26577927869568,-16.115115124060942
1.0,0.022784053608832067,1.041909501008656,1.2448095314089889,-1.717763763887271,8.59492682093677,-13.606259077910089
1.0333333333333332,-0.01043611771532161,1.2056649253931138,1.3159438806487362,-1.6518167572433673,4.397208137205951,-10.222999039175782
1.0666666666666667,0.1144526389481424,0.9236497909265928,0.8208870756522518,-0.36231341799232575,-16.53913982115174,37.37454658721062
1.1,0.05212763081847908,1.1481243369565255,0.38919279979632854,0.3842184218017921,-22.15975429693738,42.630653282341754
1.1333333333333333,0.08645356224100689,1.1073511715620663,0.06981309541430436,0.5574019003294377,-11.940998209620274,11.291985797697961
1.1666666666666667,0.1497666065651785,0.9636374850629542,-0.1152516836283475,0.32767451304708106,-4.44530860520317,-7.3555051511442
1.2,0.1546884070946405,0.9427878040347066,-0.3205110800454566,0.3838069337240164,-2.8599065879504284,-5.01064150205794
1.2333333333333334,0.1073484457111033,1.0559478395550137,-0.6058675643810552,0.9790795857485708,1.9270377324465828,-7.443449718562135
1.2666666666666666,-0.0010530121778973695,1.3451846936486607,-0.5827490213577302,1.0379569416411174,4.683975924618626,-6.538434843319678
1.3,0.018678472999899852,1.2689858453818534,-0.25774603526149736,0.3817992914065864,2.9817490136255715,2.3750980465223464
1.3333333333333333,0.06174349444043427,1.120857749850927,-0.05282027945852828,0.11221747029681839,2.774480321593469,1.2179836200215668
1.3666666666666667,0.039010443262458346,1.1515552176745842,0.06744877816844577,-0.10391902377064488,4.173299732130524,-10.320382421036967
1.4,0.1876358795165495,0.7819794572793293,-0.020834724807130556,-0.06095911235759721,-5.542272069544021,4.5913005162822955
1.4333333333333333,0.005858965740375019,1.285433778490704,-0.5953127749602634,0.9492176437534887,-19.85765413578335,33.27256162935049
1.4666666666666666,-0.030285323190586515,1.3934763834021318,-1.1352674501054794,1.7937021915024332,-17.096252006822112,23.291520606215066
1.5,-0.16079228419076863,1.6887319161170458,-1.587415907817806,2.428500784893842,-14.400534375025105,22.052903287787
1.5333333333333332,0.07884795764130988,0.9497648712317072,-1.7699295407928965,2.5847642036051863,3.6038449200145517,-15.03897732855472
1.5666666666666667,-0.027736053893631166,1.1653543174808612,-1.5831618477272165,2.065641529010521,11.239339906638001,-23.02833095939341
1.6,-0.18960645365776452,1.5096298793687466,-1.223804856937689,1.4417971077656997,11.418501755926805,-12.224816622951156
1.6333333333333333,-0.2775301602475305,1.7067200808587457,-0.6255430817260775,0.5209202414934166,14.677162991227283,-13.603937137329968
1.6666666666666667,-0.2882926811711031,1.7055303149636463,-0.10567491215590973,-0.008191314912584735,16.95076799882046,-20.46868869876761
1.7,-0.2587555454322646,1.6071213427345434,0.28461965761939745,-0.32977251994942414,17.81078054326651,-32.43627934629849
1.7333333333333334,-0.19963471763176233,1.468730939488377,0.7551609988592358,-1.2115944708119444,12.85699941150576,-30.582070003276222
1.7666666666666666,-0.14427949500610227,1.3612988116438967,1.0697539532559182,-2.072596225111207,4.328098618845463,-16.526983734279725
1.8,-0.12353642733718767,1.3109175132890172,1.218345992541786,-2.775708616338796,-5.0664839527279,4.379637628428558
1.8333333333333333,-0.20586321919029094,1.5405890500534412,1.0097123549962237,-2.519961520236922,-18.562935524436355,40.88434976014353
1.8666666666666667,-0.164290214612964,1.4424851680595527,0.2874883102035987,-0.8220299262307886,-11.760150618630192,26.58978056208125
1.9,-0.021407457008329328,1.092099263154422,-0.07717970377622127,0.1448130010890989,-0.8335836387471063,3.6494614728691097
1.9333333333333333,-0.09942125632145306,1.2789945645922431,0.011632535146610806,0.11015737715482565,11.659162569511166,-21.282612236953465
1.9666666666666666,-0.007973069776240883,1.0220920605112203,0.5763595376878421,-0.9556477434971296,4.3348735172871855,5.66438462978228
2.0,-0.13387101964783438,1.3636182609056358,0.7908974908881161,-0.9303762244371109,6.439760985697908,1.8718803765623306
2.033333333333333,-0.06571640981047969,1.2357554989763693,0.9614935818292778,-0.8184424519747759,7.891014349007772,-4.667050455083345
2.0666666666666664,0.023282744774905814,1.0734684768695384,1.2809332807143337,-1.3037474173475576,10.533537098018586,-21.432914708809363
2.1,-0.0021750755236448274,1.2056975487469666,1.4054822592756546,-1.6045263226956914,5.389163906270018,-18.71873534173792
2.1333333333333333,0.07021483492891539,1.0745614747428516,1.3850007053581497,-1.8316201728923658,-3.3168297168375833,-4.9448607339857205
2.1666666666666665,0.15182488273402053,0.9355938629197748,1.1425099655038065,-1.7378280132309687,-14.591525652629782,17.710630069979366
2.2,0.18736680013552898,0.8760669304248809,0.7716339215853537,-1.4532381482648415,-19.74922878980604,29.830913032392374
2.2333333333333334,0.19468132775371538,0.874591299925096,0.2046652970662345,-0.6671416303808386,-17.001488608328117,27.69575519416761
2.2666666666666666,0.14067124129454137,1.0243456602131362,-0.4754355070434897,0.6907518041507426,-9.011389730157383,15.787415355516906
2.3,0.19719211913693938,0.8361883891429147,-0.5881365293730975,0.893329021387542,-0.9243053180089085,3.6472003245644657
2.3333333333333335,0.18050606481172551,0.8660602966389385,-0.6675953911354421,1.2880232691621638,-2.326485810961223,13.040036545876408
2.3666666666666667,0.151823064564027,0.9225282622712956,-0.6187784131026273,1.3903594121008913,3.6475993283409403,-0.8343570019223883
