ts,X_EE,Y_EE,Z_EE,Phi,X_base_meas,Z_base_meas,X_mid_meas,Z_mid_meas,X_end_meas,Z_end_meas,U_base,V_base,U_mid,V_mid,U_end,V_end,Base_angle,X_ang_start,Z_ang_start,X_ang_end,Z_ang_end,U_ang_start,V_ang_start,U_ang_end,V_ang_end,Goal_X,Goal_Z,Endpt_Sol_X,Endpt_Sol_Z
1693383515983337641,-0.43639500817560933,-0.20001466997586237,0.5764976668960389,2.3544365658080473,-0.4398299522456164,0.5807657959354051,-0.633806377470193,0.3653170124880518,-0.6490504220959692,0.0024068762478013372,395,278,123,553,52,1054,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.7,0.05,-0.658607641238026,0.0268502905107283
1693383565258337498,-0.38326258288627857,-0.2002187265142824,0.6227476255355389,2.1830208702331255,-0.3876923502410992,0.6275380139713133,-0.5981047813835693,0.3762970035735646,-0.5892880847434079,0.005138635219119947,466,221,172,539,137,1050,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.6,0.05,-0.599999992363746,0.0499999942897959
1693383609522566080,-0.3147082730486977,-0.20022690809604182,0.6951106438783063,1.6120228197672983,-0.3209019887427641,0.6958321024877022,-0.45044006334900477,0.3789944713252901,-0.4879145049257335,0.004410074125873575,556,139,369,537,280,1051,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.5,0.05,-0.499999975340498,0.0499999715667269
1693383643764464855,-0.2520082711756467,-0.2003799941335153,0.7417077366899076,1.1691489122876333,-0.2535453449901708,0.7419067423092965,-0.3370465104517635,0.39146564231652115,-0.3652826868789739,0.014771531090627454,644,85,520,522,453,1036,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.4,0.05,-0.399999983500339,0.0499999741620133
1693383682182430029,-0.12902385329054394,-0.20030125392115875,0.7156657531591055,1.4282749114330764,-0.1327940082417271,0.7161494991239934,-0.23562971882495293,0.37914539436275296,-0.2646063687619101,0.005713395375996577,796,118,653,539,593,1049,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.3,0.05,-0.299999995128165,0.0499999925630108
1693383728451590300,-0.06769199381947903,-0.20027867308124525,0.7557514917033485,1.0117064016265576,-0.06601673593726064,0.7583932111208228,-0.14005364613746832,0.3953997419209461,-0.17595129792153422,0.02242592442491742,881,69,779,519,717,1025,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.2,0.05,-0.199999998896933,0.0499999919407774
1693383771714170933,0.060887613845043084,-0.2002901578499925,0.7286492134014539,1.308185382023349,0.062468414132848454,0.7292193001130716,-0.038078941204978185,0.3853527299693394,-0.06364836242207596,0.009831530761349572,1042,106,912,533,872,1043,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.0999999999999999,0.05,-0.100000000379523,0.0500000005728965
1693383809297192335,-0.13414726458738485,-0.2002739734329391,0.7211511175395817,-1.3333778233246179,-0.13151322677604288,0.7312424181964772,0.004840331147458944,0.40126508436583386,-0.004264218748804595,0.02383249207175997,798,100,968,513,954,1023,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],1.11022302462516e-16,0.05,4.2501929198302e-09,0.0499999978250055
1693383838865066290,-0.037777894988494265,-0.2002445137006618,0.7163101502784951,-1.377235738019309,-0.03467198595328058,0.7268736052147478,0.10199479257828303,0.39972689412443624,0.08899685483615544,0.02032052121902006,920,107,1094,516,1082,1028,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.1,0.05,0.100000003960694,0.0499999883434286
1693384023771848917,0.054392755129578876,-0.20019591021213787,0.704846653897734,-1.4774626989524808,0.059220402226704036,0.7123745643018086,0.20331495161049223,0.39508549378923236,0.19140568584321863,0.019612885336806496,1038,126,1225,523,1222,1029,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.2,0.05,0.199999993383362,0.0499999910843287
