Gamma,Theta0,Theta1,X_mid,Z_mid,X_end,Z_end
-2.8792152195771057,11.0,-19.0,-0.2440721669324042,0.14265388579054394,-0.3880925385425899,0.4992839815353627
-2.6178584273181675,10.25685720570453,-17.95336746925129,-0.27785053648367525,0.10050336639552776,-0.5128318781759007,0.4052896141815512
-2.3550642754727966,9.283426667735508,-16.2896894506019,-0.3056076417028806,0.04713384942895643,-0.6118951779211736,0.282191869002132
-2.0917224629070414,7.881496309990729,-13.331938026614177,-0.32340429469652965,-0.012845895814821096,-0.6797733891247774,0.13688881184631696
-1.8301821118992176,7.035273665902255,-12.080574193939771,-0.32716162341936883,-0.07758338904285572,-0.7102894000652198,-0.023169528803625772
-1.5690775722574193,6.1891313860722885,-10.824451510733752,-0.3144488691115436,-0.1401456907942794,-0.6997709196207194,-0.1853694813773477
-1.3084069122266548,5.208113326824363,-9.204386009927097,-0.2885024626036012,-0.20382979872105822,-0.650467130187514,-0.34603755480548004
-1.0450310758631431,4.149378937343157,-7.376444635806263,-0.24727145543093654,-0.2640245820578628,-0.5620935926589415,-0.4926648326359437
-0.7854319930184275,3.151196642004864,-5.69292430268039,-0.19787467313445284,-0.31108179162594357,-0.44535498021579556,-0.6123312075278866
-0.5231283668581153,2.1176859274861886,-3.9381255049121755,-0.13683473023429127,-0.34709392104964776,-0.2985933441610134,-0.701280932894473
-0.2597319301951124,1.036685219605812,-2.053900455271488,-0.06712295904465532,-0.3694884366747253,-0.1334923284169274,-0.7532821611073778
0.020338450223443605,-0.11097869060213916,0.022580006468466182,0.00888818844311711,-0.3768331140781453,0.04036936488879779,-0.7677167698187127
0.26101377433401396,-1.0626603340575544,1.7270058351434028,0.07206570241640069,-0.36851834228564484,0.1848417416725713,-0.7410146529679289
0.523122337749351,-2.217686056353497,3.821126288549492,0.14467144945193913,-0.3430256290653945,0.3467205978659066,-0.6760710063319437
0.7836537252221558,-3.2730940573548604,5.654336103596894,0.20414003540047404,-0.3041842234171431,0.4827703061087282,-0.5749668751688001
1.0456197473172444,-4.364835187296227,7.564858359177669,0.258338280637113,-0.25330593637066506,0.5958584857249162,-0.44376491969823706
1.30805335571317,-5.3750221746052285,9.26344852815445,0.29627657806116786,-0.19507449080721861,0.6717335118875224,-0.29193761421795633
1.5706161907989207,-6.356377279696398,10.901056102392383,0.3190985487940867,-0.13046779733011046,0.7066763140291196,-0.12953654743008558
1.830189668598687,-7.2529307020609375,12.325334517643542,0.3280208157479086,-0.06765177536941767,0.7018319198866891,0.03134971818461965
2.0926856707345918,-8.109497489426504,13.629118981516836,0.32154451762709646,-0.005016379644885632,0.6564339812833279,0.1866571512523946
2.3539402476598243,-8.907074405425874,14.784394321490945,0.30459978032433244,0.0521821453571355,0.5793677910420355,0.3229457614856428
2.6155048613323295,-9.64267743523011,15.73436295695955,0.27485956066573114,0.10337439779506957,0.4696441333003145,0.43616867459079617
2.8765731240508376,-11.296733562856346,19.323650597730786,0.23816287780686227,0.145329785948127,0.34164017074742015,0.5168678336557029
