Gamma,Theta0,Theta1,X_mid,Z_mid,X_end,Z_end
6.705463094691666e-05,0.004037393473323314,0.5788443723564616,-0.005030908038986002,-0.19835174476246806,-0.039390514324169824,-0.3944293136921874
0.261265717038476,-0.5107603153131701,1.3447691002779298,0.012654214707131003,-0.1961274284452111,0.013787748037838013,-0.395127784262377
-0.26062909728576233,0.4918733923665498,-0.12029062456321205,-0.024843504983250275,-0.1954129584752586,-0.08835096845721507,-0.38462698045379823
0.5229760025056005,-1.1021132344173454,2.152140296067868,0.034776674179422526,-0.19256059591190863,0.07717146734898606,-0.38771086280021516
-0.5222776869747898,1.1369191034018595,-1.023164608884684,-0.05001732420075957,-0.19170402888170238,-0.15170182912461933,-0.36040455791284737
0.7845827424988827,-1.6752856945656376,2.877653072307224,0.05689535026102509,-0.18699303973966297,0.13947505295697044,-0.36915793658035345
-0.7838124055480442,1.672856525646073,-1.6188016959697622,-0.06956340610660211,-0.17996181108512294,-0.20706490342678965,-0.32447126552744515
1.0461235006567668,-2.1459768114201867,3.339373537293138,0.07477449862686679,-0.1780153077616522,0.19358458672596912,-0.3379828688210381
-1.0453882455491446,2.2632130721804242,-2.2995509051377128,-0.08985435790481844,-0.16791051768263826,-0.2583751791582386,-0.27638947421539906
1.3077090356864811,-2.56372665466985,3.692145490064833,0.09060774786380718,-0.16898900254139146,0.2403313379396334,-0.3031692175695226
-1.3070185628643216,2.821905128904637,-3.105291235676096,-0.10622636070749514,-0.1592083691894239,-0.29188361663730733,-0.2316080078077266
1.5692525157560837,-2.9645789100767996,4.052814192830557,0.10340913800279897,-0.15707747000789132,0.2755495371865681,-0.26112240273813103
-1.5686791277763037,3.3002369369773823,-3.635354073609549,-0.11925005073803752,-0.14418315612837673,-0.31506937824827863,-0.17840351989415185
1.8312222718319522,-3.302505563167615,4.112510921009399,0.11500945422714551,-0.1455330252437997,0.3068854667433162,-0.20767431720247181
-1.830706034655278,3.828352268709402,-4.306245745393305,-0.12969189808813536,-0.12800173053712896,-0.33115083311444526,-0.12305534042904473
2.0929375162294646,-3.5848050653386783,4.2819065283534306,0.12022416361139125,-0.13522686373237003,0.3216867551053847,-0.1669681145222332
-2.0926129734323986,4.326403850251769,-4.871854711274033,-0.141226784520548,-0.11316185476842552,-0.3346856956175476,-0.06491183219247618
2.354643042206195,-3.9309183520787507,4.60013829901448,0.12836433271798037,-0.12325985691079137,0.3304771731822751,-0.12226240548022388
-2.354435427674516,4.7465668509316865,-5.353863645409516,-0.14587640633253254,-0.09852958045602003,-0.3286717900263216,-0.017183343254484645
2.6164335588489975,-4.103969652461127,4.394550680782031,0.13133056991883035,-0.11415293144995818,0.330721819381851,-0.07595114017792194
-2.6161909203763214,5.0804033461742035,-5.744887518711428,-0.14939637691641583,-0.09048849804414516,-0.3213746736615965,0.020148907376289826
2.878263571995327,-4.277817666304276,4.523840410990611,0.13486956956753157,-0.11111574832632967,0.32857016861341165,-0.05176144609108901
-2.8778537963694144,5.323629750081739,-5.875009693866302,-0.15495929880177745,-0.0805090564306426,-0.30452789057525503,0.05288029908504949
