ts,base_pos_x,base_pos_z,mid_pos_x,mid_pos_z,end_pos_x,end_pos_z,assumed_base_Y,assumed_mid_Y,assumed_end_Y
1690200655703239184,0.013976391718577412,0.7013623083172887,0.0021703293136401177,0.40131478643112045,-0.0317483472934736,0.1075355781844971,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200655870584037,0.011963092291975097,0.7012525952698399,0.0022718847496278963,0.4001741536994831,-0.034433318450124914,0.10830822938657858,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200656037365299,0.013366693891825723,0.699746523536978,0.0023296474454094097,0.4008101408525871,-0.03233015351171246,0.10816552546248348,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200656208942950,0.014161909160665325,0.7003245910767226,0.0020679059337591517,0.40069133232262505,-0.03187816610869701,0.10766716078842231,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200656374591001,0.01458368044571822,0.7014329859722312,0.0024801401550870166,0.4008947187899161,-0.033077130949019054,0.10799871086879931,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200656541103438,0.014113686105052762,0.7012191917792728,0.0026502861672621884,0.4001374710937539,-0.03584460151148166,0.1083154215444273,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200656707361305,0.013695258378505984,0.7015063427275615,0.0017073723432159873,0.4008538582100524,-0.03333896225600339,0.10819497325709437,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200656872234304,0.016277940953861803,0.7008823439472135,0.0016114348968544832,0.4003667170830914,-0.03326532262896153,0.10836673619165649,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200657039802198,0.016064579889839795,0.7000299113964497,0.003238520848518136,0.3997473397649812,-0.0356545317009796,0.10840115597853806,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200657207268569,0.015050223505807734,0.700604817849519,0.002935878185715871,0.40059443114747095,-0.03349565920069959,0.10822177770612695,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200657373259101,0.015791705507348507,0.7010986036342497,0.001863321144366074,0.39991156265065486,-0.034640454307524035,0.10851253862644328,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200657540055621,0.01206110426571235,0.7027488636841025,0.0020679059337591517,0.40069133232262505,-0.03201413256779586,0.10718539782375414,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200657706849376,0.015519395377967187,0.7007931509676537,0.002067610485340453,0.400068792026479,-0.03239787411412151,0.10722132223461767,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200657873774748,0.014118103637419374,0.7018603804126953,0.0017077040048051467,0.40163220630981156,-0.03282458587955003,0.10836615133709415,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200658042452333,0.01197261755600941,0.6991699724790408,0.00033196975934421044,0.40067760239108463,-0.03497332840058145,0.10852862564250931,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200658209151523,0.01502580324378859,0.6994241410450541,0.001467604327329215,0.3997657999321114,-0.031883923832842796,0.1082069791341812,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200658376338989,0.015506911507260619,0.7010938730294847,0.0007976462680608747,0.4000198667642613,-0.03292925021105075,0.10845496704510893,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200658544512369,0.012190441084843419,0.6992514252797577,0.0004341052700112414,0.4007821717484996,-0.03527102060630435,0.10841553879104993,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200658710562711,0.01382051622579271,0.7008070729839626,0.0023294986761287495,0.40051830066018984,-0.03188683347199979,0.1092737916919696,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200658878399168,0.013590286754765792,0.7002872341747354,0.0016588214761244086,0.3992270438701749,-0.033757168776006576,0.10862602464822102,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200659047092760,0.014437275638672463,0.7002486320209669,0.0023698052620011057,0.3991153307256142,-0.03380748272043622,0.1079279075180607,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200659214903189,0.014696555485264686,0.700330156577575,0.0004341052700112414,0.4007821717484996,-0.03284911884362719,0.10784224837439571,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200659378720136,0.011631837685771343,0.6996455798576199,0.0013013940864183681,0.3989735790914986,-0.033110457567454836,0.10819144023481397,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200659545784538,0.012817369375801907,0.7006596086210212,0.0012211879366931886,0.39899517335117457,-0.03458758157675718,0.10832060625759021,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200659714345376,0.015289552540062418,0.701284992771869,0.001253688893053398,0.399897601081942,-0.03213828043202628,0.10752088055315523,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200659879648763,0.013697691570978656,0.7014182600483845,0.001467604327329215,0.3997657999321114,-0.032192848284550026,0.1078499762041506,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200660046803756,0.013742137089736093,0.7014939033992,0.0019657393845474887,0.4005867610072617,-0.034287627837789734,0.10761993085599852,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200660214208820,0.014805696497674464,0.7016801289153834,0.0015952600017204964,0.3998316429393604,-0.03338689606894685,0.10723977095582748,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
1690200660380554367,0.014094969323879674,0.7007226955793152,0.0019656915656320606,0.4004830002679155,-0.03287489671448963,0.10838170248289203,-0.21032732750751196,-0.21032732750751196,-0.21532732750751193
